anio,cve_ent,metodo,perdida
2007,03,glofas,11.033712203962635
2007,04,glofas,143961530.8537944
2007,05,glofas,1829145220.9288664
2007,06,glofas,315375786.51453733
2007,07,glofas,2161103902.510274
2007,08,glofas,764681981.9183307
2007,09,glofas,7675418240.453114
2007,10,glofas,652612990.3635112
2007,11,glofas,6430678832.31725
2007,12,glofas,434890063.5058259
2007,13,glofas,32442125.163827673
2007,14,glofas,4531962277.332079
2007,15,glofas,64628279879.259735
2007,16,glofas,2939559444.4208946
2007,17,glofas,659651.5935663766
2007,18,glofas,1330060567.460185
2007,19,glofas,2505447619.730909
2007,20,glofas,1724866190.3567357
2007,21,glofas,8394865.510402022
2007,22,glofas,2119666.1279039825
2007,23,glofas,22828096.81128759
2007,24,glofas,301087697.23895824
2007,25,glofas,3323499322.8977547
2007,26,glofas,3251036863.2807403
2007,27,glofas,22429516757.668232
2007,28,glofas,12307909240.065132
2007,29,glofas,0.0
2007,30,glofas,5901173920.533014
2007,31,glofas,0.0
2007,32,glofas,82877310.4477883
2008,01,glofas,2100778032.120468
2008,02,glofas,77862846.64117141
2008,03,glofas,13.449236441707065
2008,04,glofas,137653615.6863297
2008,05,glofas,3011341122.623255
2008,06,glofas,322933029.4341618
2008,07,glofas,1940594016.4406326
2008,08,glofas,1183043356.4987366
2008,09,glofas,10579563844.943453
2008,10,glofas,3920144884.2915444
2008,11,glofas,10182496085.449854
2008,12,glofas,402804125.7083172
2008,13,glofas,35139273.306436405
2008,14,glofas,4924394099.40202
2008,15,glofas,57636455737.02156
2008,16,glofas,2235002013.7446747
2008,17,glofas,475291.68089316046
2008,18,glofas,1427286733.1629047
2008,19,glofas,5113644119.276919
2008,20,glofas,3078017277.8117104
2008,21,glofas,7289824.6730154
2008,22,glofas,2067091.7967008543
2008,23,glofas,20609679.65543893
2008,24,glofas,319601168.4783791
2008,25,glofas,3315018837.804822
2008,26,glofas,2045521782.9175663
2008,27,glofas,21537916946.209152
2008,28,glofas,20329216303.149544
2008,29,glofas,0.0
2008,30,glofas,9363783913.029894
2008,31,glofas,0.0
